Date,Total Value,Cash,Holdings Value
2016-04-18,3038290.0,843140.0,2195150.0
2016-04-19,3036440.0,843140.0,2193300.0
2016-04-20,3036540.0,843140.0,2193400.0
2016-04-21,3046290.0,843140.0,2203150.0
2016-04-22,3034390.0,843140.0,2191250.0
2016-04-25,3030490.0,843140.0,2187350.0
2016-04-26,3095740.0,843140.0,2252600.0
2016-04-27,3086140.0,843140.0,2243000.0
2016-04-28,3022640.0,843140.0,2179500.0
2016-04-29,3012390.0,843140.0,2169250.0
2016-05-02,3007890.0,843140.0,2164750.0
2016-05-03,3004240.0,843140.0,2161100.0
2016-05-04,2986890.0,843140.0,2143750.0
2016-05-09,3959290.0,898980.0,3060310.0
2016-05-10,4010520.0,898980.0,3111540.0
2016-05-11,3990960.0,898980.0,3091980.0
2016-05-12,3974720.0,898980.0,3075740.0
2016-05-13,3951200.0,898980.0,3052220.0
2016-05-16,3936000.0,898980.0,3037020.0
2016-05-17,3933240.0,898980.0,3034260.0
2016-05-18,3944400.0,898980.0,3045420.0
2016-05-19,3976280.0,898980.0,3077300.0
2016-05-20,3956640.0,898980.0,3057660.0
2016-05-23,3996520.0,898980.0,3097540.0
2016-05-24,3978670.0,898980.0,3079690.0
2016-05-25,4012830.0,898980.0,3113850.0
2016-05-26,4007420.0,898980.0,3108440.0
2016-05-27,4055610.0,898980.0,3156630.0
2016-05-30,4053680.0,898980.0,3154700.0
2016-05-31,4072460.0,898980.0,3173480.0
2016-06-01,4096200.0,898980.0,3197220.0
2016-06-02,4096530.0,898980.0,3197550.0
2016-06-03,4089960.0,898980.0,3190980.0
2016-06-07,4148650.0,898980.0,3249670.0
2016-06-08,4159370.0,898980.0,3260390.0
2016-06-09,4189580.0,898980.0,3290600.0
2016-06-10,4171620.0,898980.0,3272640.0
2016-06-13,5093970.0,941690.0,4152280.0
2016-06-14,5124240.0,941690.0,4182550.0
2016-06-15,5201630.0,941690.0,4259940.0
2016-06-16,5169860.0,941690.0,4228170.0
2016-06-17,5174420.0,941690.0,4232730.0
2016-06-20,5233120.0,941690.0,4291430.0
2016-06-21,5220630.0,941690.0,4278940.0
2016-06-22,5284190.0,941690.0,4342500.0
2016-06-23,5316540.0,941690.0,4374850.0
2016-06-24,5251740.0,941690.0,4310050.0
2016-06-27,5270280.0,941690.0,4328590.0
2016-06-28,5220910.0,941690.0,4279220.0
2016-06-29,5245970.0,941690.0,4304280.0
2016-06-30,5288690.0,941690.0,4347000.0
2016-07-01,5316620.0,941690.0,4374930.0
2016-07-04,5342520.0,941690.0,4400830.0
2016-07-05,5293860.0,941690.0,4352170.0
2016-07-06,5145770.0,941690.0,4204080.0
2016-07-07,5183840.0,941690.0,4242150.0
2016-07-08,5194990.0,941690.0,4253300.0
2016-07-11,6283510.0,963710.0,5319800.0
2016-07-12,6262110.0,963710.0,5298400.0
2016-07-13,6331160.0,963710.0,5367450.0
2016-07-14,6358710.0,963710.0,5395000.0
2016-07-15,6384010.0,963710.0,5420300.0
2016-07-18,6386060.0,963710.0,5422350.0
2016-07-19,6381610.0,963710.0,5417900.0
2016-07-20,6370410.0,963710.0,5406700.0
2016-07-21,6375360.0,963710.0,5411650.0
2016-07-22,6331560.0,963710.0,5367850.0
2016-07-25,6396010.0,963710.0,5432300.0
2016-07-26,6404460.0,963710.0,5440750.0
2016-07-27,6485460.0,963710.0,5521750.0
2016-07-28,6441210.0,963710.0,5477500.0
2016-07-29,6519160.0,963710.0,5555450.0
2016-08-01,6586660.0,963710.0,5622950.0
2016-08-02,6478360.0,963710.0,5514650.0
2016-08-03,6398710.0,963710.0,5435000.0
2016-08-04,6397110.0,963710.0,5433400.0
2016-08-05,6524710.0,963710.0,5561000.0
2016-08-08,7543810.0,1008160.0,6535650.0
2016-08-09,7581260.0,1008160.0,6573100.0
2016-08-10,7436010.0,1008160.0,6427850.0
2016-08-11,7554760.0,1008160.0,6546600.0
2016-08-12,7535110.0,1008160.0,6526950.0
2016-08-16,7490060.0,1008160.0,6481900.0
2016-08-17,7468010.0,1008160.0,6459850.0
2016-08-18,7607960.0,1008160.0,6599800.0
2016-08-19,7748710.0,1008160.0,6740550.0
2016-08-22,7785160.0,1008160.0,6777000.0
2016-08-23,7813860.0,1008160.0,6805700.0
2016-08-24,7797660.0,1008160.0,6789500.0
2016-08-25,7789060.0,1008160.0,6780900.0
2016-08-26,7760660.0,1008160.0,6752500.0
2016-08-29,7773410.0,1008160.0,6765250.0
2016-08-30,7786510.0,1008160.0,6778350.0
2016-08-31,7768060.0,1008160.0,6759900.0
2016-09-01,7683860.0,1008160.0,6675700.0
2016-09-02,7737960.0,1008160.0,6729800.0
2016-09-05,7833160.0,1008160.0,6825000.0
2016-09-06,7940160.0,1008160.0,6932000.0
2016-09-07,7900460.0,1008160.0,6892300.0
2016-09-08,8048560.0,1008160.0,7040400.0
2016-09-09,7985060.0,1008160.0,6976900.0
2016-09-12,8696160.0,1039960.0,7656200.0
2016-09-13,8827200.0,1039960.0,7787240.0
2016-09-19,8999920.0,1039960.0,7959960.0
2016-09-20,9057960.0,1039960.0,8018000.0
2016-09-21,9046800.0,1039960.0,8006840.0
2016-09-22,9105320.0,1039960.0,8065360.0
2016-09-23,9062280.0,1039960.0,8022320.0
2016-09-26,9013920.0,1039960.0,7973960.0
2016-09-27,9164440.0,1039960.0,8124480.0
2016-09-28,9097200.0,1039960.0,8057240.0
2016-09-29,9080560.0,1039960.0,8040600.0
2016-09-30,9035520.0,1039960.0,7995560.0
2016-10-04,9192440.0,1039960.0,8152480.0
2016-10-05,9254040.0,1039960.0,8214080.0
2016-10-06,9379280.0,1039960.0,8339320.0
2016-10-07,9373280.0,1039960.0,8333320.0
2016-10-10,10236760.0,1115260.0,9121500.0
2016-10-11,10000910.0,1115260.0,8885650.0
2016-10-12,9998360.0,1115260.0,8883100.0
2016-10-13,9991360.0,1115260.0,8876100.0
2016-10-14,10041410.0,1115260.0,8926150.0
2016-10-17,10146810.0,1115260.0,9031550.0
2016-10-18,10090310.0,1115260.0,8975050.0
2016-10-19,10012510.0,1115260.0,8897250.0
2016-10-20,9964660.0,1115260.0,8849400.0
2016-10-21,9996110.0,1115260.0,8880850.0
2016-10-24,9982710.0,1115260.0,8867450.0
2016-10-25,10055110.0,1115260.0,8939850.0
2016-10-26,10141710.0,1115260.0,9026450.0
2016-10-27,10173310.0,1115260.0,9058050.0
2016-10-28,10175510.0,1115260.0,9060250.0
2016-10-31,10074660.0,1115260.0,8959400.0
2016-11-01,10192210.0,1115260.0,9076950.0
2016-11-02,10091110.0,1115260.0,8975850.0
2016-11-03,10070110.0,1115260.0,8954850.0
2016-11-04,10086360.0,1115260.0,8971100.0
2016-11-07,10130360.0,1115260.0,9015100.0
2016-11-08,10170410.0,1115260.0,9055150.0
2016-11-09,9829410.0,1115260.0,8714150.0
2016-11-10,9940260.0,1115260.0,8825000.0
2016-11-11,9740860.0,1115260.0,8625600.0
2016-11-14,10619160.0,1186260.0,9432900.0
2016-11-15,10546210.0,1186260.0,9359950.0
2016-11-16,10695260.0,1186260.0,9509000.0
2016-11-17,10789410.0,1186260.0,9603150.0
2016-11-18,10836410.0,1186260.0,9650150.0
2016-11-21,10759560.0,1186260.0,9573300.0
2016-11-22,11034310.0,1186260.0,9848050.0
2016-11-23,11072010.0,1186260.0,9885750.0
2016-11-24,11050710.0,1186260.0,9864450.0
2016-11-25,11042760.0,1186260.0,9856500.0
2016-11-28,11109510.0,1186260.0,9923250.0
2016-11-29,11097810.0,1186260.0,9911550.0
2016-11-30,11305460.0,1186260.0,10119200.0
2016-12-01,11414610.0,1186260.0,10228350.0
2016-12-02,11390160.0,1186260.0,10203900.0
2016-12-05,11381310.0,1186260.0,10195050.0
2016-12-06,11561460.0,1186260.0,10375200.0
2016-12-07,11593010.0,1186260.0,10406750.0
2016-12-08,11806560.0,1186260.0,10620300.0
2016-12-09,11726610.0,1186260.0,10540350.0
2016-12-12,12636010.0,1243000.0,11393010.0
2016-12-13,12689530.0,1243000.0,11446530.0
2016-12-14,12803710.0,1243000.0,11560710.0
2016-12-15,12707920.0,1243000.0,11464920.0
2016-12-16,12868390.0,1243000.0,11625390.0
2016-12-19,12749200.0,1243000.0,11506200.0
2016-12-20,12795460.0,1243000.0,11552460.0
2016-12-21,12757150.0,1243000.0,11514150.0
2016-12-22,12782020.0,1243000.0,11539020.0
2016-12-23,12822160.0,1243000.0,11579160.0
2016-12-26,12786790.0,1243000.0,11543790.0
2016-12-27,12826570.0,1243000.0,11583570.0
2016-12-28,12730540.0,1243000.0,11487540.0
2016-12-29,12720610.0,1243000.0,11477610.0
2017-01-02,12855100.0,1243000.0,11612100.0
2017-01-03,13135720.0,1243000.0,11892720.0
2017-01-04,13066240.0,1243000.0,11823240.0
2017-01-05,13027390.0,1243000.0,11784390.0
2017-01-06,13178050.0,1243000.0,11935050.0
2017-01-09,14393430.44,623531.4399999995,13769899.0
2017-01-10,14500076.44,623531.4399999995,13876545.0
2017-01-11,14729555.44,623531.4399999995,14106024.0
2017-01-12,14811574.44,623531.4399999995,14188043.0
2017-01-13,14714877.44,623531.4399999995,14091346.0
2017-01-16,14712786.44,623531.4399999995,14089255.0
2017-01-17,14760986.44,623531.4399999995,14137455.0
2017-01-18,14712708.44,623531.4399999995,14089177.0
2017-01-19,14780664.44,623531.4399999995,14157133.0
2017-01-20,14638788.44,623531.4399999995,14015257.0
2017-01-23,14577732.44,623531.4399999995,13954201.0
2017-01-24,14586655.44,623531.4399999995,13963124.0
2017-01-25,14621875.44,623531.4399999995,13998344.0
2017-01-26,14814348.44,623531.4399999995,14190817.0
2017-01-31,14582946.44,623531.4399999995,13959415.0
2017-02-01,14748462.44,623531.4399999995,14124931.0
2017-02-02,14655632.44,623531.4399999995,14032101.0
2017-02-03,14691532.44,623531.4399999995,14068001.0
2017-02-06,14696900.44,623531.4399999995,14073369.0
2017-02-07,14734184.44,623531.4399999995,14110653.0
2017-02-08,14688006.44,623531.4399999995,14064475.0
2017-02-09,14654238.44,623531.4399999995,14030707.0
2017-02-10,14720636.44,623531.4399999995,14097105.0
2017-02-13,15699886.44,1306811.4399999995,14393075.0
2017-02-14,15621473.44,1306811.4399999995,14314662.0
2017-02-15,15649232.44,1306811.4399999995,14342421.0
2017-02-16,15752541.44,1306811.4399999995,14445730.0
2017-02-17,15820400.44,1306811.4399999995,14513589.0
2017-02-20,15817550.44,1306811.4399999995,14510739.0
2017-02-21,15956877.44,1306811.4399999995,14650066.0
2017-02-22,15962245.44,1306811.4399999995,14655434.0
2017-02-23,15958722.44,1306811.4399999995,14651911.0
2017-02-24,15778263.44,1306811.4399999995,14471452.0
2017-02-27,15624995.44,1306811.4399999995,14318184.0
2017-02-28,15679491.44,1306811.4399999995,14372680.0
2017-03-02,15897640.44,1306811.4399999995,14590829.0
2017-03-03,15694472.44,1306811.4399999995,14387661.0
2017-03-06,15733254.44,1306811.4399999995,14426443.0
2017-03-07,15771095.44,1306811.4399999995,14464284.0
2017-03-08,15754954.44,1306811.4399999995,14448143.0
2017-03-09,15692627.44,1306811.4399999995,14385816.0
2017-03-10,15763954.44,1306811.4399999995,14457143.0
2017-03-13,16999417.439999998,2025811.4399999995,14973606.0
2017-03-14,17231110.439999998,2025811.4399999995,15205299.0
2017-03-15,17150799.439999998,2025811.4399999995,15124988.0
2017-03-16,17285929.439999998,2025811.4399999995,15260118.0
2017-03-17,17294467.439999998,2025811.4399999995,15268656.0
2017-03-20,17331099.439999998,2025811.4399999995,15305288.0
2017-03-21,17631004.439999998,2025811.4399999995,15605193.0
2017-03-22,17492350.439999998,2025811.4399999995,15466539.0
2017-03-23,17494666.439999998,2025811.4399999995,15468855.0
2017-03-24,17387334.439999998,2025811.4399999995,15361523.0
2017-03-27,17240170.439999998,2025811.4399999995,15214359.0
2017-03-28,17266049.439999998,2025811.4399999995,15240238.0
2017-03-29,17354976.439999998,2025811.4399999995,15329165.0
2017-03-30,17300167.439999998,2025811.4399999995,15274356.0
2017-03-31,17251989.439999998,2025811.4399999995,15226178.0
2017-04-03,17287723.439999998,2025811.4399999995,15261912.0
2017-04-04,17093440.439999998,2025811.4399999995,15067629.0
2017-04-05,17061342.439999998,2025811.4399999995,15035531.0
2017-04-06,16922033.439999998,2025811.4399999995,14896222.0
2017-04-07,16845526.439999998,2025811.4399999995,14819715.0
2017-04-10,17707779.439999998,2656931.4399999995,15050848.0
2017-04-11,17522443.439999998,2656931.4399999995,14865512.0
2017-04-12,17554193.439999998,2656931.4399999995,14897262.0
2017-04-13,17692604.439999998,2656931.4399999995,15035673.0
2017-04-14,17631318.439999998,2656931.4399999995,14974387.0
2017-04-17,17722378.439999998,2656931.4399999995,15065447.0
2017-04-18,17705620.439999998,2656931.4399999995,15048689.0
2017-04-19,17564561.439999998,2656931.4399999995,14907630.0
2017-04-20,17772985.439999998,2656931.4399999995,15116054.0
2017-04-21,17931841.439999998,2656931.4399999995,15274910.0
2017-04-24,18074761.439999998,2656931.4399999995,15417830.0
2017-04-25,18206710.439999998,2656931.4399999995,15549779.0
2017-04-26,18284292.439999998,2656931.4399999995,15627361.0
2017-04-27,18111807.439999998,2656931.4399999995,15454876.0
2017-04-28,18026954.439999998,2656931.4399999995,15370023.0
2017-05-02,18290174.439999998,2656931.4399999995,15633243.0
2017-05-04,18398308.439999998,2656931.4399999995,15741377.0
2017-05-08,19842471.439999998,3352791.4399999995,16489680.0
2017-05-10,19610597.439999998,3352791.4399999995,16257806.0
2017-05-11,19897505.439999998,3352791.4399999995,16544714.0
2017-05-12,19746871.439999998,3352791.4399999995,16394080.0
2017-05-15,19767633.439999998,3352791.4399999995,16414842.0
2017-05-16,19829813.439999998,3352791.4399999995,16477022.0
2017-05-17,19732555.439999998,3352791.4399999995,16379764.0
2017-05-18,19768737.439999998,3352791.4399999995,16415946.0
2017-05-19,19854535.439999998,3352791.4399999995,16501744.0
2017-05-22,20083251.439999998,3352791.4399999995,16730460.0
2017-05-23,20135862.439999998,3352791.4399999995,16783071.0
2017-05-24,20054049.439999998,3352791.4399999995,16701258.0
2017-05-25,20241749.439999998,3352791.4399999995,16888958.0
2017-05-26,20362049.439999998,3352791.4399999995,17009258.0
2017-05-29,20399398.439999998,3352791.4399999995,17046607.0
2017-05-30,20280909.439999998,3352791.4399999995,16928118.0
2017-05-31,20210551.439999998,3352791.4399999995,16857760.0
2017-06-01,20124822.439999998,3352791.4399999995,16772031.0
2017-06-02,20274856.439999998,3352791.4399999995,16922065.0
2017-06-05,20309963.439999998,3352791.4399999995,16957172.0
2017-06-07,20207723.439999998,3352791.4399999995,16854932.0
2017-06-08,20238019.439999998,3352791.4399999995,16885228.0
2017-06-09,20474639.439999998,3352791.4399999995,17121848.0
2017-06-12,21349257.439999998,4097931.4399999995,17251326.0
2017-06-13,21403017.439999998,4097931.4399999995,17305086.0
2017-06-14,21404061.439999998,4097931.4399999995,17306130.0
2017-06-15,21279430.439999998,4097931.4399999995,17181499.0
2017-06-16,21358748.439999998,4097931.4399999995,17260817.0
2017-06-19,21452152.439999998,4097931.4399999995,17354221.0
2017-06-20,21449265.439999998,4097931.4399999995,17351334.0
2017-06-21,21289671.439999998,4097931.4399999995,17191740.0
2017-06-22,21496011.439999998,4097931.4399999995,17398080.0
2017-06-23,21526350.439999998,4097931.4399999995,17428419.0
2017-06-26,21650089.439999998,4097931.4399999995,17552158.0
2017-06-27,21697245.439999998,4097931.4399999995,17599314.0
2017-06-28,21713927.439999998,4097931.4399999995,17615996.0
2017-06-29,21877029.439999998,4097931.4399999995,17779098.0
2017-06-30,21782193.439999998,4097931.4399999995,17684262.0
2017-07-03,21860892.439999998,4097931.4399999995,17762961.0
2017-07-04,21696973.439999998,4097931.4399999995,17599042.0
2017-07-05,21767454.439999998,4097931.4399999995,17669523.0
2017-07-06,21773617.439999998,4097931.4399999995,17675686.0
2017-07-07,21620653.439999998,4097931.4399999995,17522722.0
2017-07-10,22680981.439999998,4777111.4399999995,17903870.0
2017-07-11,22877076.439999998,4777111.4399999995,18099965.0
2017-07-12,22867908.439999998,4777111.4399999995,18090797.0
2017-07-13,23073076.439999998,4777111.4399999995,18295965.0
2017-07-14,23179653.439999998,4777111.4399999995,18402542.0
2017-07-17,23206953.439999998,4777111.4399999995,18429842.0
2017-07-18,23231226.439999998,4777111.4399999995,18454115.0
2017-07-19,23190744.439999998,4777111.4399999995,18413633.0
2017-07-20,23321744.439999998,4777111.4399999995,18544633.0
2017-07-21,23513353.439999998,4777111.4399999995,18736242.0
2017-07-24,23568135.439999998,4777111.4399999995,18791024.0
2017-07-25,23380544.439999998,4777111.4399999995,18603433.0
2017-07-26,23285117.439999998,4777111.4399999995,18508006.0
2017-07-27,23351717.439999998,4777111.4399999995,18574606.0
2017-07-28,23002945.439999998,4777111.4399999995,18225834.0
2017-07-31,23097563.439999998,4777111.4399999995,18320452.0
2017-08-01,23188845.439999998,4777111.4399999995,18411734.0
2017-08-02,23216036.439999998,4777111.4399999995,18438925.0
2017-08-03,22965400.439999998,4777111.4399999995,18188289.0
2017-08-04,23117291.439999998,4777111.4399999995,18340180.0
2017-08-07,23260645.439999998,4777111.4399999995,18483534.0
2017-08-08,23230081.439999998,4777111.4399999995,18452970.0
2017-08-09,23015145.439999998,4777111.4399999995,18238034.0
2017-08-10,22989936.439999998,4777111.4399999995,18212825.0
2017-08-11,22534736.439999998,4777111.4399999995,17757625.0
2017-08-14,23767200.439999998,5511711.4399999995,18255489.0
2017-08-16,23856418.439999998,5511711.4399999995,18344707.0
2017-08-17,23909071.439999998,5511711.4399999995,18397360.0
2017-08-18,23895809.439999998,5511711.4399999995,18384098.0
2017-08-21,23972380.439999998,5511711.4399999995,18460669.0
2017-08-22,24049764.439999998,5511711.4399999995,18538053.0
2017-08-23,24097042.439999998,5511711.4399999995,18585331.0
2017-08-24,24091222.439999998,5511711.4399999995,18579511.0
2017-08-25,24187640.439999998,5511711.4399999995,18675929.0
2017-08-28,24074909.439999998,5511711.4399999995,18563198.0
2017-08-29,23983160.439999998,5511711.4399999995,18471449.0
2017-08-30,24059882.439999998,5511711.4399999995,18548171.0
2017-08-31,23910277.439999998,5511711.4399999995,18398566.0
2017-09-01,23903570.439999998,5511711.4399999995,18391859.0
2017-09-04,23657645.439999998,5511711.4399999995,18145934.0
2017-09-05,23513712.439999998,5511711.4399999995,18002001.0
2017-09-06,23515292.439999998,5511711.4399999995,18003581.0
2017-09-07,23637614.439999998,5511711.4399999995,18125903.0
2017-09-08,23674225.439999998,5511711.4399999995,18162514.0
2017-09-11,24853847.439999998,6188011.4399999995,18665836.0
2017-09-12,24947883.439999998,6188011.4399999995,18759872.0
2017-09-13,24951554.439999998,6188011.4399999995,18763543.0
2017-09-14,25148064.439999998,6188011.4399999995,18960053.0
2017-09-15,25152546.439999998,6188011.4399999995,18964535.0
2017-09-18,25548920.439999998,6188011.4399999995,19360909.0
2017-09-19,25583553.439999998,6188011.4399999995,19395542.0
2017-09-20,25650989.439999998,6188011.4399999995,19462978.0
2017-09-21,25678655.439999998,6188011.4399999995,19490644.0
2017-09-22,25615964.439999998,6188011.4399999995,19427953.0
2017-09-25,25709817.439999998,6188011.4399999995,19521806.0
2017-09-26,25547168.439999998,6188011.4399999995,19359157.0
2017-09-27,25466203.439999998,6188011.4399999995,19278192.0
2017-09-28,25606523.439999998,6188011.4399999995,19418512.0
2017-09-29,25760830.439999998,6188011.4399999995,19572819.0
2017-10-10,27228837.439999998,6938511.4399999995,20290326.0
2017-10-11,27354128.439999998,6938511.4399999995,20415617.0
2017-10-12,27376473.439999998,6938511.4399999995,20437962.0
2017-10-13,27299855.439999998,6938511.4399999995,20361344.0
2017-10-16,27192905.439999998,6938511.4399999995,20254394.0
2017-10-17,27137873.439999998,6938511.4399999995,20199362.0
2017-10-18,27189090.439999998,6938511.4399999995,20250579.0
2017-10-19,27138081.439999998,6938511.4399999995,20199570.0
2017-10-20,27229554.439999998,6938511.4399999995,20291043.0
2017-10-23,27363045.439999998,6938511.4399999995,20424534.0
2017-10-24,27220254.439999998,6938511.4399999995,20281743.0
2017-10-25,27310563.439999998,6938511.4399999995,20372052.0
2017-10-26,27372553.439999998,6938511.4399999995,20434042.0
2017-10-27,27519252.439999998,6938511.4399999995,20580741.0
2017-10-30,27539043.439999998,6938511.4399999995,20600532.0
2017-10-31,27768688.439999998,6938511.4399999995,20830177.0
2017-11-01,28024407.439999998,6938511.4399999995,21085896.0
2017-11-02,27944398.439999998,6938511.4399999995,21005887.0
2017-11-03,28053216.439999998,6938511.4399999995,21114705.0
2017-11-06,27748657.439999998,6938511.4399999995,20810146.0
2017-11-07,27675107.439999998,6938511.4399999995,20736596.0
2017-11-08,27582280.439999998,6938511.4399999995,20643769.0
2017-11-09,27564517.439999998,6938511.4399999995,20626006.0
2017-11-10,27462890.439999998,6938511.4399999995,20524379.0
2017-11-13,28398849.439999998,7646931.4399999995,20751918.0
2017-11-14,28372653.439999998,7646931.4399999995,20725722.0
2017-11-15,28261573.439999998,7646931.4399999995,20614642.0
2017-11-16,28388504.439999998,7646931.4399999995,20741573.0
2017-11-17,28309703.439999998,7646931.4399999995,20662772.0
2017-11-20,28244174.439999998,7646931.4399999995,20597243.0
2017-11-21,28294172.439999998,7646931.4399999995,20647241.0
2017-11-22,28429334.439999998,7646931.4399999995,20782403.0
2017-11-23,28388274.439999998,7646931.4399999995,20741343.0
2017-11-24,28457511.439999998,7646931.4399999995,20810580.0
2017-11-27,28157646.439999998,7646931.4399999995,20510715.0
2017-11-28,28277122.439999998,7646931.4399999995,20630191.0
2017-11-29,28381901.439999998,7646931.4399999995,20734970.0
2017-11-30,28135374.439999998,7646931.4399999995,20488443.0
2017-12-01,27983295.439999998,7646931.4399999995,20336364.0
2017-12-04,28315313.439999998,7646931.4399999995,20668382.0
2017-12-05,28283015.439999998,7646931.4399999995,20636084.0
2017-12-06,28066607.439999998,7646931.4399999995,20419676.0
2017-12-07,27934554.439999998,7646931.4399999995,20287623.0
2017-12-08,28075846.439999998,7646931.4399999995,20428915.0
2017-12-11,28940017.439999998,8361451.4399999995,20578566.0
2017-12-12,28827216.439999998,8361451.4399999995,20465765.0
2017-12-13,28967133.439999998,8361451.4399999995,20605682.0
2017-12-14,28932554.439999998,8361451.4399999995,20571103.0
2017-12-15,29100542.439999998,8361451.4399999995,20739091.0
2017-12-18,29194847.439999998,8361451.4399999995,20833396.0
2017-12-19,29350549.439999998,8361451.4399999995,20989098.0
2017-12-20,29348780.439999998,8361451.4399999995,20987329.0
2017-12-21,28952282.439999998,8361451.4399999995,20590831.0
2017-12-22,29026847.439999998,8361451.4399999995,20665396.0
2017-12-26,28939483.439999998,8361451.4399999995,20578032.0
2017-12-27,29025912.439999998,8361451.4399999995,20664461.0
2017-12-28,29199194.439999998,8361451.4399999995,20837743.0
2018-01-02,29210450.439999998,8361451.4399999995,20848999.0
2018-01-03,29373064.439999998,8361451.4399999995,21011613.0
2018-01-04,29235188.439999998,8361451.4399999995,20873737.0
2018-01-05,29592504.439999998,8361451.4399999995,21231053.0
2018-01-08,30925098.718000002,922914.7180000022,30002184.0
2018-01-09,30972465.718000002,922914.7180000022,30049551.0
2018-01-10,30496567.718000002,922914.7180000022,29573653.0
2018-01-11,30523121.718000002,922914.7180000022,29600207.0
2018-01-12,31241321.718000002,922914.7180000022,30318407.0
2018-01-15,31396652.718000002,922914.7180000022,30473738.0
2018-01-16,31368092.718000002,922914.7180000022,30445178.0
2018-01-17,30782968.718000002,922914.7180000022,29860054.0
2018-01-18,30934225.718000002,922914.7180000022,30011311.0
2018-01-19,30592435.718000002,922914.7180000022,29669521.0
2018-01-22,30220711.718000002,922914.7180000022,29297797.0
2018-01-23,30744699.718000002,922914.7180000022,29821785.0
2018-01-24,30763795.718000002,922914.7180000022,29840881.0
2018-01-25,31066490.718000002,922914.7180000022,30143576.0
2018-01-26,31257729.718000002,922914.7180000022,30334815.0
2018-01-29,31895759.718000002,922914.7180000022,30972845.0
2018-01-30,31478368.718000002,922914.7180000022,30555454.0
2018-01-31,31544832.718000002,922914.7180000022,30621918.0
2018-02-01,31425096.718000002,922914.7180000022,30502182.0
2018-02-02,30947770.718000002,922914.7180000022,30024856.0
2018-02-05,30518803.718000002,922914.7180000022,29595889.0
2018-02-06,29948894.718000002,922914.7180000022,29025980.0
2018-02-07,29152683.718000002,922914.7180000022,28229769.0
2018-02-08,29384554.718000002,922914.7180000022,28461640.0
2018-02-09,28911184.718000002,922914.7180000022,27988270.0
2018-02-12,30557761.718000002,1692674.7180000022,28865087.0
2018-02-13,30747111.718000002,1692674.7180000022,29054437.0
2018-02-14,31271084.718000002,1692674.7180000022,29578410.0
2018-02-19,31370916.718000002,1692674.7180000022,29678242.0
2018-02-20,30974200.718000002,1692674.7180000022,29281526.0
2018-02-21,31195464.718000002,1692674.7180000022,29502790.0
2018-02-22,31102217.718000002,1692674.7180000022,29409543.0
2018-02-23,31578695.718000002,1692674.7180000022,29886021.0
2018-02-26,31728074.718000002,1692674.7180000022,30035400.0
2018-02-27,31993909.718000002,1692674.7180000022,30301235.0
2018-02-28,31642847.718000002,1692674.7180000022,29950173.0
2018-03-02,31598888.718000002,1692674.7180000022,29906214.0
2018-03-05,31373260.718000002,1692674.7180000022,29680586.0
2018-03-06,31767305.718000002,1692674.7180000022,30074631.0
2018-03-07,31269005.718000002,1692674.7180000022,29576331.0
2018-03-08,31825037.718000002,1692674.7180000022,30132363.0
2018-03-09,31720779.718000002,1692674.7180000022,30028105.0
2018-03-12,32971585.718000002,2444294.718000002,30527291.0
2018-03-13,33122815.718000002,2444294.718000002,30678521.0
2018-03-14,32936805.718000002,2444294.718000002,30492511.0
2018-03-15,33103426.718000002,2444294.718000002,30659132.0
2018-03-16,33161145.718000002,2444294.718000002,30716851.0
2018-03-19,32870335.718000002,2444294.718000002,30426041.0
2018-03-20,33107084.718000002,2444294.718000002,30662790.0
2018-03-21,32993355.718000002,2444294.718000002,30549061.0
2018-03-22,33111474.718000002,2444294.718000002,30667180.0
2018-03-23,32160308.718000002,2444294.718000002,29716014.0
2018-03-26,32343545.718000002,2444294.718000002,29899251.0
2018-03-27,32583505.718000002,2444294.718000002,30139211.0
2018-03-28,31804468.718000002,2444294.718000002,29360174.0
2018-03-29,32304014.718000002,2444294.718000002,29859720.0
2018-03-30,32241024.718000002,2444294.718000002,29796730.0
2018-04-02,32199474.718000002,2444294.718000002,29755180.0
2018-04-03,32024190.718000002,2444294.718000002,29579896.0
2018-04-04,31793437.718000002,2444294.718000002,29349143.0
2018-04-05,32162029.718000002,2444294.718000002,29717735.0
2018-04-06,32098060.718000002,2444294.718000002,29653766.0
2018-04-09,33417353.718000002,3208694.718000002,30208659.0
2018-04-10,33775729.718,3208694.718000002,30567035.0
2018-04-11,33635009.718,3208694.718000002,30426315.0
2018-04-12,33671772.718,3208694.718000002,30463078.0
2018-04-13,33726496.718,3208694.718000002,30517802.0
2018-04-16,33746230.718,3208694.718000002,30537536.0
2018-04-17,33609841.718,3208694.718000002,30401147.0
2018-04-18,33881903.718,3208694.718000002,30673209.0
2018-04-19,33715495.718,3208694.718000002,30506801.0
2018-04-20,33416325.718000002,3208694.718000002,30207631.0
2018-04-23,33036233.718000002,3208694.718000002,29827539.0
2018-04-24,32932507.718000002,3208694.718000002,29723813.0
2018-04-25,32909464.718000002,3208694.718000002,29700770.0
2018-04-26,33277138.718000002,3208694.718000002,30068444.0
2018-04-27,33561709.718,3208694.718000002,30353015.0
2018-04-30,33571386.718,3208694.718000002,30362692.0
2018-05-02,32501266.718000002,3208694.718000002,29292572.0
2018-05-03,32308575.718000002,3208694.718000002,29099881.0
2018-05-04,31728089.718000002,3208694.718000002,28519395.0
2018-05-08,31541096.718000002,3208694.718000002,28332402.0
